,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Recency_Group,Total_Promotion,Ikut_Promo
625,1907,1950.0,Master,Divorced,63120.0,0.0,1.0,28-09-2012,53.0,965.0,69.0,279.0,54.0,41.0,69.0,5.0,8.0,4.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50-59,1.0,Ya
626,701,1971.0,Graduation,Married,73691.0,0.0,1.0,06-11-2013,58.0,707.0,21.0,250.0,85.0,43.0,73.0,2.0,6.0,2.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50-59,1.0,Ya
627,3856,1960.0,Graduation,Married,63381.0,0.0,1.0,05-10-2012,78.0,571.0,50.0,142.0,33.0,50.0,159.0,4.0,4.0,5.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70-79,0.0,Tidak
628,4149,1948.0,PhD,Married,76140.0,0.0,0.0,13-05-2014,57.0,586.0,66.0,653.0,17.0,0.0,26.0,1.0,5.0,9.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50-59,0.0,Tidak
629,2131,1959.0,PhD,Divorced,62859.0,0.0,1.0,30-12-2012,37.0,1063.0,89.0,102.0,16.0,12.0,25.0,4.0,9.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30-39,0.0,Tidak
630,2942,1964.0,Graduation,Single,45906.0,0.0,1.0,07-05-2013,20.0,305.0,3.0,27.0,4.0,3.0,144.0,2.0,5.0,4.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20-29,1.0,Ya
631,1173,1947.0,Master,Married,77632.0,0.0,0.0,10-03-2013,73.0,1200.0,105.0,758.0,0.0,42.0,147.0,1.0,4.0,2.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,70-79,3.0,Ya
632,4381,1971.0,PhD,Married,46463.0,1.0,1.0,18-08-2013,56.0,163.0,2.0,40.0,8.0,11.0,11.0,7.0,3.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50-59,0.0,Tidak
633,4611,1970.0,Graduation,Married,105471.0,0.0,0.0,21-01-2013,36.0,1009.0,181.0,104.0,202.0,21.0,207.0,0.0,9.0,8.0,13.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,30-39,3.0,Ya
634,3376,1970.0,Master,Divorced,55282.0,1.0,0.0,13-12-2013,9.0,125.0,6.0,73.0,8.0,4.0,19.0,1.0,3.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-9,0.0,Tidak
635,4679,1977.0,Master,Married,78710.0,0.0,1.0,23-05-2014,42.0,721.0,0.0,152.0,119.0,50.0,50.0,3.0,7.0,6.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40-49,0.0,Tidak
636,10928,1958.0,Graduation,Married,66886.0,0.0,1.0,16-09-2013,28.0,315.0,4.0,62.0,41.0,31.0,146.0,2.0,7.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-29,0.0,Tidak
637,4248,1960.0,Master,Single,98777.0,0.0,0.0,17-02-2014,23.0,1000.0,19.0,711.0,125.0,115.0,38.0,0.0,4.0,6.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20-29,1.0,Ya
638,6728,1985.0,Graduation,Married,29103.0,1.0,0.0,27-08-2012,38.0,16.0,0.0,17.0,6.0,3.0,6.0,2.0,1.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30-39,0.0,Tidak
639,6661,1974.0,Graduation,Married,67445.0,0.0,1.0,12-08-2012,63.0,757.0,80.0,217.0,29.0,80.0,11.0,5.0,9.0,6.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60-69,0.0,Tidak
640,4725,1950.0,PhD,Married,50616.0,0.0,1.0,13-04-2014,71.0,30.0,2.0,25.0,0.0,1.0,9.0,1.0,1.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70-79,0.0,Tidak
641,3277,1955.0,Graduation,Divorced,49431.0,0.0,1.0,03-08-2012,9.0,219.0,3.0,100.0,26.0,0.0,17.0,2.0,7.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-9,0.0,Tidak
642,5555,1975.0,Graduation,Divorced,153924.0,0.0,0.0,07-02-2014,81.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80-89,0.0,Tidak
643,2564,1953.0,Graduation,Married,61278.0,0.0,1.0,04-01-2014,87.0,111.0,3.0,28.0,2.0,6.0,15.0,2.0,3.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80-89,0.0,Tidak
644,946,1958.0,Master,Married,26490.0,0.0,0.0,22-09-2012,92.0,45.0,47.0,52.0,21.0,20.0,25.0,2.0,3.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90-99,0.0,Tidak
645,3867,1947.0,PhD,Married,73059.0,0.0,1.0,31-08-2013,36.0,410.0,112.0,420.0,0.0,82.0,71.0,1.0,9.0,3.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30-39,0.0,Tidak
646,6940,1966.0,PhD,Single,46734.0,1.0,2.0,21-10-2013,86.0,100.0,1.0,39.0,6.0,1.0,76.0,4.0,3.0,2.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,80-89,1.0,Ya
647,55,1963.0,Graduation,Married,56253.0,0.0,1.0,07-12-2012,83.0,509.0,0.0,65.0,7.0,11.0,5.0,4.0,7.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80-89,0.0,Tidak
648,7093,1985.0,Graduation,Married,19986.0,1.0,0.0,14-11-2013,74.0,3.0,6.0,5.0,0.0,2.0,6.0,1.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70-79,0.0,Tidak
649,5084,1975.0,Graduation,Widow,58330.0,0.0,1.0,25-12-2013,87.0,445.0,53.0,213.0,104.0,98.0,151.0,1.0,6.0,4.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80-89,0.0,Tidak
650,1777,1980.0,Basic,Married,25965.0,0.0,0.0,07-09-2012,29.0,2.0,2.0,11.0,41.0,7.0,11.0,1.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-29,0.0,Tidak
651,8162,1956.0,Master,Married,14661.0,0.0,0.0,01-01-2013,88.0,4.0,1.0,11.0,6.0,2.0,2.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80-89,0.0,Tidak
652,10826,1959.0,Graduation,Married,18690.0,0.0,0.0,28-12-2012,77.0,6.0,1.0,7.0,23.0,4.0,19.0,1.0,1.0,1.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70-79,0.0,Tidak
653,8754,1974.0,PhD,Married,45068.0,0.0,1.0,16-05-2013,25.0,14.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-29,0.0,Tidak
654,1987,1987.0,Basic,Single,21063.0,1.0,0.0,25-09-2013,34.0,1.0,10.0,11.0,19.0,3.0,15.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30-39,0.0,Tidak
655,11007,1968.0,PhD,Married,29187.0,1.0,0.0,09-05-2013,43.0,26.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40-49,0.0,Tidak
656,7426,1971.0,Master,Married,54690.0,1.0,1.0,07-11-2013,76.0,111.0,16.0,37.0,7.0,9.0,18.0,3.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70-79,0.0,Tidak
657,9153,1964.0,PhD,Married,59304.0,0.0,1.0,29-07-2013,81.0,418.0,61.0,428.0,80.0,51.0,10.0,3.0,7.0,8.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80-89,0.0,Tidak
658,10379,1962.0,Master,Single,59247.0,0.0,2.0,08-11-2013,87.0,327.0,9.0,122.0,19.0,14.0,83.0,5.0,5.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80-89,0.0,Tidak
659,9204,1970.0,Graduation,Widow,66731.0,0.0,1.0,12-09-2012,33.0,371.0,159.0,194.0,58.0,106.0,141.0,4.0,4.0,3.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30-39,0.0,Tidak
660,3197,1980.0,Graduation,Married,77353.0,0.0,1.0,16-12-2013,38.0,275.0,59.0,107.0,69.0,101.0,59.0,2.0,6.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30-39,0.0,Tidak
661,2920,1975.0,PhD,Single,52614.0,0.0,1.0,01-12-2012,63.0,789.0,0.0,142.0,12.0,9.0,38.0,2.0,2.0,4.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60-69,0.0,Tidak
662,6961,1974.0,Graduation,Married,26751.0,2.0,0.0,22-05-2014,26.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-29,0.0,Tidak
663,4673,1963.0,PhD,Married,81300.0,0.0,1.0,30-10-2012,17.0,1004.0,12.0,145.0,32.0,12.0,36.0,3.0,10.0,3.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10-19,2.0,Ya
664,9937,1979.0,Graduation,Single,70337.0,0.0,0.0,02-01-2014,75.0,187.0,81.0,149.0,25.0,43.0,91.0,1.0,2.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70-79,0.0,Tidak
665,8779,1985.0,Master,Married,36145.0,1.0,0.0,16-06-2013,13.0,56.0,4.0,76.0,17.0,1.0,18.0,4.0,4.0,1.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10-19,2.0,Ya
666,9596,1980.0,PhD,Single,65295.0,0.0,0.0,23-12-2013,19.0,365.0,32.0,117.0,34.0,110.0,6.0,1.0,3.0,3.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-19,0.0,Tidak
667,2891,1963.0,Graduation,Divorced,68118.0,0.0,1.0,18-10-2013,51.0,595.0,23.0,123.0,10.0,23.0,154.0,2.0,8.0,9.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50-59,0.0,Tidak
668,4910,1967.0,Graduation,Divorced,68743.0,0.0,0.0,30-08-2012,81.0,1132.0,134.0,384.0,175.0,134.0,115.0,1.0,11.0,5.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80-89,0.0,Tidak
669,75,1982.0,Master,Married,41039.0,0.0,0.0,25-07-2013,32.0,34.0,11.0,137.0,179.0,61.0,45.0,1.0,8.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30-39,0.0,Tidak
670,10120,1955.0,Graduation,Married,38946.0,0.0,1.0,24-10-2013,84.0,116.0,6.0,82.0,6.0,6.0,41.0,2.0,3.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80-89,0.0,Tidak
671,6327,1967.0,Graduation,Married,65777.0,0.0,0.0,19-12-2013,87.0,565.0,32.0,435.0,28.0,32.0,54.0,1.0,2.0,8.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80-89,0.0,Tidak
672,10142,1976.0,PhD,Divorced,66476.0,0.0,1.0,07-03-2013,99.0,372.0,18.0,126.0,47.0,48.0,78.0,2.0,5.0,2.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90-99,0.0,Tidak
673,9826,1972.0,PhD,Single,86857.0,0.0,0.0,12-09-2012,96.0,899.0,102.0,838.0,133.0,102.0,40.0,1.0,5.0,6.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90-99,1.0,Ya
674,1501,1982.0,PhD,Married,160803.0,0.0,0.0,04-08-2012,21.0,55.0,16.0,1622.0,17.0,3.0,4.0,15.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-29,0.0,Tidak
675,10767,1989.0,PhD,Married,77845.0,0.0,0.0,16-05-2014,40.0,760.0,40.0,480.0,0.0,40.0,26.0,1.0,3.0,5.0,12.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,40-49,2.0,Ya
676,7279,1969.0,PhD,Married,69476.0,0.0,0.0,30-09-2013,3.0,260.0,86.0,559.0,63.0,9.0,67.0,1.0,4.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-9,0.0,Tidak
677,7230,1960.0,PhD,Divorced,50611.0,0.0,1.0,04-10-2012,98.0,459.0,0.0,24.0,6.0,0.0,4.0,6.0,4.0,5.0,7.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,90-99,2.0,Ya
678,143,1970.0,Graduation,Single,61209.0,0.0,0.0,25-08-2013,73.0,466.0,0.0,224.0,119.0,49.0,99.0,1.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70-79,0.0,Tidak
679,450,1958.0,Master,Married,42315.0,0.0,1.0,12-07-2013,90.0,67.0,15.0,80.0,17.0,11.0,80.0,3.0,1.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90-99,0.0,Tidak
680,9316,1952.0,Basic,Married,13084.0,0.0,0.0,02-11-2013,29.0,2.0,0.0,7.0,3.0,7.0,10.0,1.0,1.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-29,0.0,Tidak
681,6379,1949.0,Master,Widow,47570.0,1.0,1.0,29-05-2013,3.0,67.0,1.0,20.0,0.0,2.0,31.0,3.0,2.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0-9,1.0,Ya
682,9239,1961.0,Master,Married,61923.0,0.0,2.0,26-07-2013,94.0,92.0,4.0,18.0,3.0,3.0,6.0,1.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90-99,0.0,Tidak
683,8315,1995.0,Graduation,Single,34824.0,0.0,0.0,26-03-2014,65.0,4.0,2.0,11.0,2.0,0.0,4.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60-69,0.0,Tidak
684,2868,1949.0,PhD,Single,26518.0,1.0,1.0,08-04-2013,33.0,20.0,1.0,28.0,3.0,3.0,2.0,3.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30-39,1.0,Ya
685,10888,1961.0,Graduation,Single,45938.0,0.0,0.0,03-11-2013,46.0,273.0,11.0,178.0,62.0,83.0,29.0,2.0,8.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40-49,0.0,Tidak
686,1277,1960.0,Graduation,Married,78468.0,0.0,0.0,09-04-2014,29.0,434.0,22.0,388.0,104.0,22.0,34.0,1.0,10.0,7.0,10.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20-29,1.0,Ya
687,9977,1973.0,Graduation,Divorced,78901.0,0.0,1.0,17-09-2013,99.0,321.0,11.0,309.0,33.0,26.0,34.0,3.0,9.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90-99,0.0,Tidak
688,10196,1978.0,Graduation,Married,71427.0,2.0,0.0,12-03-2014,26.0,212.0,123.0,177.0,15.0,64.0,23.0,2.0,8.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-29,0.0,Tidak
689,6384,1978.0,Graduation,Divorced,71022.0,0.0,1.0,11-02-2014,30.0,909.0,12.0,278.0,0.0,12.0,242.0,3.0,5.0,2.0,11.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30-39,1.0,Ya
690,8029,1988.0,Master,Single,90247.0,0.0,0.0,29-04-2014,27.0,1184.0,32.0,352.0,21.0,16.0,16.0,1.0,3.0,4.0,7.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,20-29,4.0,Ya
691,968,1968.0,Master,Divorced,41335.0,1.0,0.0,26-12-2013,24.0,112.0,19.0,21.0,16.0,14.0,5.0,3.0,4.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-29,0.0,Tidak
692,6988,1986.0,Graduation,Married,71952.0,1.0,0.0,10-01-2013,93.0,656.0,80.0,455.0,52.0,107.0,93.0,2.0,8.0,4.0,8.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,90-99,2.0,Ya
693,4472,1970.0,PhD,Divorced,35682.0,1.0,0.0,27-06-2014,34.0,23.0,0.0,8.0,6.0,2.0,18.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30-39,0.0,Tidak
694,6991,1951.0,Graduation,Divorced,43185.0,0.0,1.0,10-04-2013,88.0,537.0,6.0,42.0,16.0,6.0,30.0,2.0,9.0,3.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80-89,0.0,Tidak
695,3336,1948.0,PhD,Married,66375.0,0.0,1.0,21-11-2013,96.0,712.0,0.0,45.0,0.0,0.0,191.0,3.0,2.0,4.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90-99,1.0,Ya
696,4301,1971.0,Master,Married,35178.0,1.0,0.0,10-01-2013,10.0,23.0,1.0,13.0,2.0,2.0,18.0,1.0,1.0,1.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10-19,2.0,Ya
697,1940,1986.0,Graduation,Married,25252.0,1.0,0.0,12-07-2013,26.0,1.0,3.0,4.0,2.0,2.0,6.0,1.0,1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-29,0.0,Tidak
698,1272,1965.0,Master,Single,55250.0,0.0,1.0,21-10-2012,49.0,664.0,58.0,83.0,32.0,0.0,66.0,4.0,7.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40-49,0.0,Tidak
699,1388,1975.0,Graduation,Single,33249.0,1.0,0.0,20-02-2013,11.0,6.0,10.0,21.0,19.0,14.0,42.0,2.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10-19,0.0,Tidak
700,1044,1953.0,Graduation,Married,58398.0,0.0,0.0,14-05-2013,44.0,299.0,5.0,201.0,21.0,21.0,49.0,3.0,5.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40-49,0.0,Tidak
701,6969,1982.0,Graduation,Married,50272.0,1.0,0.0,07-08-2013,75.0,99.0,13.0,66.0,43.0,8.0,4.0,3.0,4.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70-79,0.0,Tidak
702,10479,1975.0,PhD,Married,76618.0,0.0,0.0,07-12-2012,64.0,749.0,40.0,294.0,121.0,160.0,147.0,1.0,3.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60-69,0.0,Tidak
703,3619,1960.0,Master,Divorced,87305.0,0.0,0.0,23-09-2012,19.0,345.0,25.0,501.0,63.0,138.0,80.0,1.0,5.0,3.0,8.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10-19,2.0,Ya
704,1715,1978.0,Graduation,Married,25851.0,1.0,0.0,11-02-2013,45.0,9.0,4.0,18.0,7.0,5.0,5.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40-49,0.0,Tidak
705,10159,1970.0,Graduation,Divorced,58710.0,0.0,1.0,31-03-2013,77.0,440.0,81.0,368.0,0.0,122.0,174.0,6.0,11.0,5.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70-79,0.0,Tidak
706,1463,1958.0,Graduation,Single,45160.0,1.0,1.0,29-03-2014,9.0,8.0,2.0,5.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-9,0.0,Tidak
707,5114,1965.0,Master,Married,74806.0,0.0,1.0,19-12-2012,1.0,670.0,9.0,249.0,0.0,28.0,9.0,2.0,5.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-9,0.0,Tidak
708,4990,1954.0,Graduation,Married,59111.0,0.0,0.0,02-05-2013,90.0,524.0,0.0,134.0,28.0,28.0,155.0,1.0,11.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90-99,0.0,Tidak
709,4329,1984.0,PhD,Married,18988.0,1.0,0.0,23-05-2014,43.0,6.0,0.0,6.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40-49,0.0,Tidak
710,10936,1965.0,Graduation,Married,72190.0,0.0,0.0,13-02-2013,79.0,597.0,166.0,597.0,172.0,166.0,249.0,1.0,5.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70-79,0.0,Tidak
711,4692,1976.0,Graduation,Married,7500.0,1.0,0.0,01-08-2012,19.0,7.0,0.0,12.0,13.0,7.0,32.0,5.0,4.0,1.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10-19,2.0,Ya
712,7212,1966.0,Graduation,Married,44794.0,0.0,1.0,08-06-2014,99.0,54.0,0.0,7.0,0.0,0.0,4.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90-99,0.0,Tidak
713,6086,1955.0,Graduation,Married,80395.0,0.0,0.0,23-11-2013,62.0,445.0,25.0,706.0,80.0,76.0,48.0,1.0,6.0,5.0,12.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60-69,1.0,Ya
714,437,1976.0,Master,Divorced,75012.0,0.0,0.0,25-01-2014,41.0,294.0,142.0,218.0,164.0,58.0,151.0,1.0,3.0,8.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40-49,0.0,Tidak
715,11171,1965.0,Master,Married,56962.0,2.0,1.0,11-10-2013,60.0,292.0,3.0,77.0,10.0,3.0,26.0,7.0,6.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60-69,0.0,Tidak
716,11101,1991.0,Graduation,Married,89891.0,0.0,0.0,15-04-2013,17.0,412.0,22.0,132.0,59.0,28.0,183.0,1.0,11.0,6.0,8.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10-19,1.0,Ya
717,5329,1949.0,PhD,Divorced,35946.0,1.0,1.0,27-09-2013,24.0,8.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-29,0.0,Tidak
718,610,1953.0,PhD,Married,53593.0,1.0,1.0,07-08-2012,60.0,349.0,4.0,78.0,6.0,0.0,43.0,8.0,7.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60-69,0.0,Tidak
719,9384,1978.0,Graduation,Married,66373.0,1.0,1.0,12-06-2013,57.0,328.0,9.0,124.0,12.0,24.0,109.0,7.0,4.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50-59,0.0,Tidak
720,5956,1948.0,PhD,Divorced,45072.0,1.0,2.0,16-10-2013,74.0,144.0,2.0,99.0,7.0,2.0,30.0,5.0,6.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70-79,0.0,Tidak
721,10430,1973.0,Graduation,Divorced,89694.0,1.0,1.0,09-10-2013,22.0,1126.0,28.0,211.0,37.0,28.0,42.0,3.0,4.0,3.0,4.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,20-29,3.0,Ya
722,7875,1949.0,Graduation,Married,72025.0,0.0,0.0,29-04-2014,46.0,967.0,0.0,617.0,43.0,50.0,0.0,1.0,4.0,8.0,13.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,40-49,4.0,Ya
723,7072,1973.0,Graduation,Married,67432.0,0.0,1.0,29-03-2013,69.0,432.0,79.0,341.0,177.0,136.0,170.0,2.0,8.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60-69,0.0,Tidak
724,6255,1952.0,Master,Married,70545.0,0.0,1.0,03-06-2014,29.0,138.0,39.0,63.0,55.0,18.0,21.0,1.0,4.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-29,0.0,Tidak
725,6516,1989.0,Basic,Married,17487.0,1.0,0.0,18-03-2013,37.0,0.0,0.0,1.0,7.0,4.0,6.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30-39,0.0,Tidak
726,5564,1969.0,Graduation,Married,62882.0,0.0,1.0,09-08-2012,26.0,509.0,133.0,497.0,78.0,24.0,97.0,2.0,7.0,5.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-29,0.0,Tidak
727,5682,1953.0,PhD,Single,64108.0,0.0,1.0,23-03-2013,8.0,948.0,10.0,86.0,13.0,21.0,21.0,4.0,6.0,9.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0-9,0.0,Tidak
728,7458,1956.0,Master,Married,34941.0,1.0,1.0,06-03-2013,26.0,39.0,2.0,25.0,4.0,3.0,24.0,2.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20-29,0.0,Tidak
729,5237,1950.0,PhD,Single,48767.0,1.0,2.0,01-01-2014,79.0,28.0,1.0,21.0,3.0,0.0,10.0,3.0,2.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70-79,0.0,Tidak
730,7761,1978.0,Master,Married,38702.0,1.0,0.0,01-08-2013,71.0,13.0,11.0,24.0,13.0,8.0,40.0,2.0,3.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70-79,0.0,Tidak
731,5278,1964.0,Graduation,Married,82224.0,0.0,0.0,25-01-2014,83.0,307.0,26.0,360.0,138.0,31.0,40.0,1.0,6.0,9.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80-89,1.0,Ya
732,3560,1952.0,Graduation,Married,83844.0,0.0,0.0,12-05-2013,57.0,901.0,31.0,345.0,75.0,31.0,191.0,1.0,4.0,4.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50-59,1.0,Ya
733,7235,1975.0,Master,Married,17003.0,1.0,0.0,09-12-2013,37.0,2.0,5.0,12.0,4.0,8.0,7.0,3.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30-39,0.0,Tidak
